-0.09802246,0.40795898,0.87982178
-0.09820557,0.40765381,0.87982178
-0.09838867,0.40930176,0.87988281
-0.09747314,0.40789795,0.88098145
-0.09802246,0.40777588,0.88128662
-0.09863281,0.40765381,0.87988281
-0.09844971,0.40899658,0.87994385
-0.09783936,0.40850830,0.87994385
-0.09808350,0.40826416,0.88037109
-0.09729004,0.40917969,0.88104248
-0.09783936,0.41003418,0.87951660
-0.09851074,0.40942383,0.87951660
-0.09790039,0.40814209,0.88049316
-0.09857178,0.40985107,0.88055420
-0.09906006,0.40832520,0.88012695
-0.09869385,0.40881348,0.88140869
-0.09771729,0.40826416,0.87933350
-0.09820557,0.40875244,0.88043213
-0.09881592,0.40826416,0.88159180
-0.09741211,0.40753174,0.87957764
-0.09826660,0.40838623,0.87976074
-0.09875488,0.40905762,0.88116455
-0.09783936,0.40832520,0.88055420
-0.09851074,0.40838623,0.87939453
-0.09832764,0.40887451,0.87994385
-0.09838867,0.40850830,0.88061523
-0.09844971,0.40954590,0.88012695
-0.09753418,0.40869141,0.87884521
-0.09674072,0.40771484,0.87835693
-0.09899902,0.40838623,0.88049316
-0.09851074,0.40844727,0.88146973
-0.09887695,0.40893555,0.88067627
-0.09808350,0.40881348,0.87951660
-0.09912109,0.40869141,0.87963867
-0.09759521,0.40850830,0.88024902
-0.09765625,0.40869141,0.88085938
-0.09735107,0.40814209,0.87933350
-0.09832764,0.40930176,0.88085938
-0.09735107,0.40893555,0.88079834
-0.09783936,0.40722656,0.88122559
-0.09783936,0.40850830,0.88043213
-0.09753418,0.40972900,0.88018799
-0.09924316,0.40899658,0.88006592
-0.09753418,0.40850830,0.87982178
-0.09783936,0.40887451,0.88031006
-0.09851074,0.40942383,0.88006592
-0.09686279,0.40850830,0.88146973
-0.09802246,0.40826416,0.88153076
-0.09838867,0.40942383,0.88061523
-0.09832764,0.40832520,0.88140869
-0.09796143,0.40844727,0.87921143
-0.09808350,0.40820313,0.88000488
-0.09796143,0.40826416,0.88134766
-0.09832764,0.40844727,0.88037109
-0.09808350,0.40936279,0.87957764
-0.09814453,0.40850830,0.87994385
-0.09857178,0.40905762,0.88177490
-0.09869385,0.40777588,0.88085938
-0.09686279,0.40783691,0.88092041
-0.09796143,0.40863037,0.88055420
-0.09924316,0.40844727,0.88037109
-0.09930420,0.40930176,0.88085938
-0.09790039,0.40881348,0.87982178
-0.09771729,0.40802002,0.87921143
-0.09777832,0.40753174,0.88220215
-0.09771729,0.40948486,0.87982178
-0.09887695,0.40899658,0.87988281
-0.09796143,0.40856934,0.87817383
-0.09765625,0.40826416,0.88006592
-0.09912109,0.40899658,0.88159180
-0.09777832,0.40850830,0.88201904
-0.09796143,0.40759277,0.87994385
-0.09875488,0.40777588,0.88006592
-0.09875488,0.40966797,0.88006592
-0.09832764,0.40881348,0.88208008
-0.09808350,0.40795898,0.88018799
-0.09851074,0.40936279,0.88073730
-0.09796143,0.40954590,0.87976074
-0.09826660,0.40893555,0.88031006
-0.09893799,0.40808105,0.88037109
-0.09844971,0.40881348,0.88037109
-0.09753418,0.40856934,0.88183594
-0.09747314,0.40863037,0.88104248
-0.09729004,0.40820313,0.87969971
-0.09893799,0.40838623,0.87908936
-0.09814453,0.40875244,0.88128662
-0.09863281,0.40875244,0.88140869
-0.09863281,0.40863037,0.87994385
-0.09851074,0.40863037,0.87969971
-0.09857178,0.40795898,0.87994385
-0.09851074,0.40832520,0.88085938
-0.09790039,0.40905762,0.88061523
-0.09771729,0.40875244,0.88140869
-0.09887695,0.40881348,0.88006592
-0.09771729,0.40820313,0.87951660
-0.09753418,0.40740967,0.88037109
-0.09826660,0.40881348,0.88189697
-0.09857178,0.40917969,0.88061523
-0.09790039,0.40808105,0.87945557
-0.09765625,0.40869141,0.87957764
-0.09826660,0.40936279,0.88018799
-0.09753418,0.40814209,0.88018799
-0.09716797,0.40789795,0.87780762
-0.09759521,0.40734863,0.88055420
-0.09802246,0.40930176,0.88146973
-0.09851074,0.40905762,0.88031006
-0.09826660,0.40820313,0.87835693
-0.09716797,0.40637207,0.88061523
-0.09857178,0.40936279,0.88128662
-0.09820557,0.40820313,0.88116455
-0.09857178,0.40734863,0.87982178
-0.09826660,0.40795898,0.87969971
-0.09857178,0.40881348,0.88134766
-0.09735107,0.40753174,0.88159180
-0.09863281,0.40722656,0.88073730
-0.09838867,0.40972900,0.87969971
-0.09796143,0.40948486,0.88037109
-0.09802246,0.40893555,0.87976074
-0.09857178,0.40734863,0.88104248
-0.09680176,0.40893555,0.88250732
-0.09820557,0.40802002,0.88110352
-0.09838867,0.40832520,0.88000488
-0.09808350,0.40875244,0.87921143
-0.09863281,0.40924072,0.88043213
-0.09765625,0.40850830,0.88110352
-0.09722900,0.40832520,0.88305664
-0.09869385,0.40869141,0.88049316
-0.09838867,0.40905762,0.88146973
-0.09924316,0.40863037,0.87982178
-0.09857178,0.40881348,0.88049316
-0.09802246,0.40899658,0.88006592
-0.09893799,0.40838623,0.88104248
-0.09838867,0.40881348,0.87988281
-0.09777832,0.40893555,0.87835693
-0.09759521,0.40814209,0.87982178
-0.09802246,0.40722656,0.88098145
-0.09851074,0.40814209,0.87976074
-0.09771729,0.40863037,0.88018799
-0.09729004,0.40826416,0.88073730
-0.09857178,0.40917969,0.88031006
-0.09912109,0.40869141,0.88031006
-0.09802246,0.40899658,0.88006592
-0.09814453,0.40814209,0.88183594
-0.09777832,0.41003418,0.88116455
-0.09747314,0.40875244,0.87982178
-0.09790039,0.40759277,0.87982178
-0.09863281,0.40869141,0.88092041
-0.09832764,0.41040039,0.88104248
-0.09814453,0.40820313,0.88110352
-0.09741211,0.40783691,0.87860107
-0.09777832,0.40765381,0.87927246
-0.09838867,0.40893555,0.88079834
-0.09802246,0.40881348,0.88122559
-0.09747314,0.40820313,0.88006592
-0.09899902,0.40826416,0.88031006
-0.09735107,0.40838623,0.88122559
-0.09735107,0.40722656,0.88031006
-0.09771729,0.40771484,0.88055420
-0.09783936,0.40917969,0.88049316
-0.09893799,0.40911865,0.88098145
-0.09777832,0.40844727,0.88104248
-0.09716797,0.40838623,0.88006592
-0.09765625,0.40826416,0.88073730
-0.09863281,0.40875244,0.88201904
-0.09808350,0.40844727,0.87988281
-0.09844971,0.40820313,0.88098145
-0.09790039,0.40844727,0.88110352
-0.09875488,0.40869141,0.87988281
-0.09747314,0.40814209,0.87994385
-0.09783936,0.40826416,0.88146973
-0.09851074,0.40850830,0.88214111
-0.09820557,0.40960693,0.87976074
-0.09753418,0.40795898,0.88006592
-0.09741211,0.40802002,0.88104248
-0.09741211,0.40673828,0.88293457
-0.09796143,0.40838623,0.88079834
-0.09771729,0.40838623,0.87890625
-0.09857178,0.40795898,0.88049316
-0.09826660,0.40911865,0.88012695
-0.09875488,0.40954590,0.88061523
-0.09735107,0.40789795,0.88165283
-0.09790039,0.40771484,0.88183594
-0.09838867,0.40960693,0.88116455
-0.09857178,0.40869141,0.87963867
-0.09741211,0.40759277,0.87957764
-0.09857178,0.40789795,0.88031006
-0.09838867,0.40881348,0.88250732
-0.09753418,0.40875244,0.88116455
-0.09796143,0.40795898,0.87921143
-0.09790039,0.40863037,0.87927246
-0.09863281,0.40917969,0.88140869
-0.09753418,0.40893555,0.88159180
-0.09771729,0.40795898,0.88055420
-0.09735107,0.40850830,0.88037109
-0.09838867,0.40887451,0.88104248
-0.09759521,0.40875244,0.88067627
-0.09771729,0.40850830,0.88024902
-0.09814453,0.40881348,0.88000488
-0.09851074,0.40881348,0.88037109
-0.09735107,0.40802002,0.88024902
-0.09796143,0.40850830,0.87994385
-0.09790039,0.40820313,0.88104248
-0.09753418,0.40869141,0.88104248
-0.09887695,0.40863037,0.88037109
-0.09826660,0.40893555,0.88110352
-0.09765625,0.40728760,0.88024902
-0.09875488,0.40960693,0.87945557
-0.09851074,0.40875244,0.88000488
-0.09796143,0.40844727,0.88153076
-0.09851074,0.40948486,0.88085938
-0.09863281,0.40972900,0.87945557
-0.09667969,0.40765381,0.88092041
-0.09777832,0.40765381,0.88134766
-0.09802246,0.40899658,0.88043213
-0.09790039,0.40924072,0.88000488
-0.09863281,0.40856934,0.88055420
-0.09783936,0.40759277,0.88031006
-0.09716797,0.40795898,0.88177490
-0.09851074,0.40917969,0.88140869
-0.09771729,0.40826416,0.88043213
-0.09753418,0.40917969,0.88110352
-0.09875488,0.40972900,0.88146973
-0.09869385,0.40844727,0.87994385
-0.09655762,0.40673828,0.88122559
-0.09814453,0.40887451,0.88055420
-0.09832764,0.40905762,0.88018799
-0.09838867,0.40930176,0.88122559
-0.09783936,0.40808105,0.88043213
-0.09826660,0.40905762,0.87976074
-0.09893799,0.40802002,0.88305664
-0.09783936,0.40869141,0.88153076
-0.09808350,0.40869141,0.88012695
-0.09802246,0.40881348,0.88024902
-0.09783936,0.40783691,0.88043213
-0.09802246,0.40850830,0.87951660
-0.09661865,0.40911865,0.88244629
-0.09783936,0.40820313,0.88085938
-0.09857178,0.40875244,0.88116455
-0.09832764,0.40887451,0.88067627
-0.09851074,0.40869141,0.88079834
-0.09814453,0.40863037,0.88079834
-0.09838867,0.40869141,0.88140869
-0.09832764,0.40832520,0.88092041
-0.09820557,0.40893555,0.88073730
-0.09826660,0.40948486,0.88049316
-0.09875488,0.40869141,0.88098145
-0.09777832,0.40911865,0.88098145
-0.09777832,0.40740967,0.88128662
-0.09722900,0.40905762,0.88201904
-0.09851074,0.40997314,0.88018799
-0.09814453,0.40869141,0.87957764
-0.09753418,0.40826416,0.88122559
-0.09832764,0.40917969,0.88262939
-0.09912109,0.40960693,0.88085938
-0.09802246,0.40856934,0.87969971
-0.09875488,0.40844727,0.87982178
-0.09814453,0.40881348,0.88128662
-0.09820557,0.40856934,0.88085938
-0.09875488,0.40777588,0.88067627
-0.09790039,0.40948486,0.88073730
-0.09777832,0.40844727,0.88006592
-0.09863281,0.40844727,0.88024902
-0.09796143,0.40844727,0.88140869
-0.09832764,0.40856934,0.87982178
-0.09783936,0.40942383,0.88079834
-0.09838867,0.40899658,0.88146973
-0.09771729,0.40808105,0.88006592
-0.09814453,0.40881348,0.87982178
-0.09802246,0.40777588,0.88146973
-0.09777832,0.40924072,0.88226318
-0.09808350,0.41003418,0.88128662
-0.09857178,0.40887451,0.88006592
-0.09771729,0.40753174,0.88037109
-0.09826660,0.40911865,0.88146973
-0.09759521,0.40881348,0.88104248
-0.09796143,0.40838623,0.88067627
-0.09832764,0.40899658,0.88116455
-0.09906006,0.40948486,0.87933350
-0.09759521,0.40686035,0.88061523
-0.09796143,0.40826416,0.88171387
-0.09802246,0.40948486,0.88128662
-0.09820557,0.40954590,0.88037109
-0.09765625,0.40814209,0.88055420
-0.09869385,0.40869141,0.88067627
-0.09790039,0.40795898,0.88153076
-0.09838867,0.40820313,0.87969971
-0.09826660,0.40777588,0.88171387
-0.09790039,0.40930176,0.88195801
-0.09844971,0.40930176,0.87982178
-0.09832764,0.40869141,0.87957764
-0.09777832,0.40814209,0.88085938
-0.09887695,0.40911865,0.88073730
-0.09826660,0.40893555,0.88098145
-0.09808350,0.40863037,0.88037109
-0.09796143,0.40875244,0.87902832
-0.09753418,0.40863037,0.88116455
-0.09906006,0.40850830,0.88336182
-0.09863281,0.40838623,0.88104248
-0.09820557,0.40802002,0.87969971
-0.09790039,0.40844727,0.88049316
-0.09838867,0.40905762,0.88146973
-0.09844971,0.40856934,0.87994385
-0.09777832,0.40887451,0.87847900
-0.09771729,0.40814209,0.88067627
-0.09875488,0.40985107,0.88140869
-0.09777832,0.40856934,0.87939453
-0.09783936,0.40771484,0.87860107
-0.09863281,0.40771484,0.88037109
-0.09832764,0.40899658,0.88220215
-0.09857178,0.40850830,0.88165283
-0.09838867,0.40856934,0.88116455
-0.09942627,0.40930176,0.87866211
-0.09777832,0.40850830,0.88043213
-0.09759521,0.40789795,0.88110352
-0.09790039,0.40814209,0.88128662
-0.09893799,0.40826416,0.88079834
-0.09942627,0.40887451,0.87927246
-0.09783936,0.40826416,0.88104248
-0.09832764,0.40869141,0.88043213
-0.09924316,0.40997314,0.88171387
-0.09753418,0.40911865,0.87896729
-0.09771729,0.40753174,0.87976074
-0.09881592,0.40875244,0.88085938
-0.09832764,0.40887451,0.88085938
-0.09948730,0.40887451,0.87957764
-0.09729004,0.40863037,0.87988281
-0.09759521,0.40966797,0.88079834
-0.09704590,0.40802002,0.88116455
-0.09814453,0.40863037,0.88049316
-0.09790039,0.40771484,0.87994385
-0.09863281,0.40826416,0.88128662
-0.09814453,0.40881348,0.88244629
-0.09906006,0.40753174,0.87976074
-0.09716797,0.40728760,0.87835693
-0.09802246,0.40850830,0.87969971
-0.09826660,0.40844727,0.88012695
-0.09735107,0.40887451,0.88116455
-0.09875488,0.40838623,0.87976074
-0.09808350,0.40869141,0.88012695
-0.09680176,0.40808105,0.88232422
-0.09844971,0.40808105,0.87951660
-0.09796143,0.40863037,0.87963867
-0.09844971,0.40826416,0.88073730
-0.09869385,0.40905762,0.88098145
-0.09759521,0.40960693,0.88000488
-0.09716797,0.40838623,0.88073730
-0.09893799,0.40826416,0.88061523
-0.09802246,0.40905762,0.88262939
-0.09765625,0.40875244,0.88165283
-0.09698486,0.40771484,0.88061523
-0.10015869,0.40887451,0.87945557
-0.09777832,0.40844727,0.88208008
-0.09729004,0.40783691,0.88238525
-0.09881592,0.40765381,0.88140869
-0.09912109,0.40979004,0.88195801
-0.09832764,0.40899658,0.88049316
-0.09814453,0.40820313,0.88092041
-0.09820557,0.40905762,0.88110352
-0.09844971,0.40899658,0.88128662
-0.09802246,0.40844727,0.88006592
-0.09838867,0.40820313,0.88073730
-0.09826660,0.40893555,0.88201904
-0.09838867,0.40899658,0.88171387
-0.09820557,0.40850830,0.88012695
-0.09796143,0.40734863,0.87982178
-0.09832764,0.40942383,0.88214111
-0.09820557,0.40960693,0.88195801
-0.09906006,0.40899658,0.88006592
-0.09777832,0.40832520,0.87945557
-0.09826660,0.40826416,0.88177490
-0.09912109,0.40881348,0.88256836
-0.09838867,0.40875244,0.87860107
-0.09881592,0.40887451,0.87939453
-0.09820557,0.40789795,0.88104248
-0.09844971,0.40887451,0.88134766
-0.09875488,0.40850830,0.88079834
-0.09759521,0.40863037,0.88006592
-0.09826660,0.40869141,0.87945557
-0.09857178,0.40948486,0.88189697
-0.09710693,0.40960693,0.88165283
-0.09716797,0.40795898,0.87982178
-0.09790039,0.40759277,0.88238525
-0.09771729,0.40826416,0.88073730
-0.09820557,0.40893555,0.88153076
-0.09741211,0.40753174,0.88110352
-0.09808350,0.40863037,0.88024902
-0.09863281,0.40991211,0.88067627
-0.09796143,0.40826416,0.88085938
-0.09777832,0.40637207,0.88098145
-0.09924316,0.40917969,0.87976074
-0.09851074,0.40936279,0.87957764
-0.09808350,0.40838623,0.88128662
-0.09814453,0.40765381,0.88031006
-0.09875488,0.40954590,0.88067627
-0.09771729,0.40710449,0.88116455
-0.09802246,0.40771484,0.88061523
-0.09783936,0.40869141,0.88055420
-0.09729004,0.40911865,0.88110352
-0.09783936,0.40924072,0.88098145
-0.09838867,0.40783691,0.87927246
-0.09893799,0.40911865,0.88238525
-0.09753418,0.40917969,0.88073730
-0.09808350,0.40795898,0.88079834
-0.09741211,0.40808105,0.88073730
-0.09783936,0.40924072,0.88006592
-0.09826660,0.40808105,0.88153076
-0.09875488,0.40832520,0.88171387
-0.09796143,0.40826416,0.87866211
-0.09899902,0.40771484,0.88073730
-0.09875488,0.40942383,0.88214111
-0.09826660,0.40887451,0.87921143
-0.09826660,0.40893555,0.87933350
-0.09869385,0.40747070,0.88165283
-0.09838867,0.40869141,0.88201904
-0.09820557,0.40924072,0.88104248
-0.09820557,0.40832520,0.87939453
-0.09777832,0.40795898,0.88085938
-0.09875488,0.40936279,0.88140869
-0.09826660,0.40936279,0.88134766
-0.09844971,0.40710449,0.88037109
-0.09893799,0.40753174,0.88128662
-0.09930420,0.40942383,0.88214111
-0.09857178,0.40936279,0.88018799
-0.09857178,0.40771484,0.87957764
-0.09826660,0.40844727,0.87957764
-0.09783936,0.40832520,0.88189697
-0.09790039,0.40954590,0.88244629
-0.09741211,0.40856934,0.88085938
-0.09777832,0.40905762,0.88134766
-0.09826660,0.40875244,0.88085938
-0.09820557,0.40856934,0.88214111
-0.09796143,0.40826416,0.88183594
-0.09820557,0.40985107,0.88012695
-0.09844971,0.40869141,0.88018799
-0.09814453,0.40808105,0.88134766
-0.09802246,0.40869141,0.88073730
-0.09838867,0.40881348,0.88037109
-0.09875488,0.40820313,0.88104248
-0.09790039,0.40789795,0.88134766
-0.09832764,0.40893555,0.88012695
-0.09936523,0.40899658,0.88195801
-0.09814453,0.40875244,0.88116455
-0.09747314,0.40808105,0.88024902
-0.09729004,0.40740967,0.88031006
-0.09838867,0.40893555,0.88165283
-0.09912109,0.40856934,0.88037109
-0.09808350,0.40838623,0.87896729
-0.09851074,0.40747070,0.88049316
-0.09698486,0.40887451,0.88262939
-0.09747314,0.40826416,0.88165283
-0.09820557,0.40844727,0.87982178
-0.09820557,0.40698242,0.88092041
-0.09906006,0.40893555,0.88232422
-0.09869385,0.40887451,0.88037109
-0.09826660,0.40814209,0.88171387
-0.09826660,0.40759277,0.88269043
-0.09796143,0.40832520,0.88116455
-0.09765625,0.40924072,0.88043213
-0.09802246,0.40795898,0.88079834
-0.09820557,0.40777588,0.88061523
-0.09924316,0.40863037,0.88214111
-0.09802246,0.40966797,0.88165283
-0.09802246,0.40734863,0.88079834
-0.09802246,0.40808105,0.88085938
-0.09838867,0.41003418,0.88122559
-0.09790039,0.40881348,0.88311768
-0.09777832,0.40765381,0.88104248
-0.09783936,0.40924072,0.88061523
-0.09838867,0.40881348,0.88018799
-0.09765625,0.40783691,0.88214111
-0.09790039,0.40795898,0.88140869
-0.09912109,0.40838623,0.88128662
-0.09832764,0.40850830,0.88012695
-0.09704590,0.40869141,0.88195801
-0.09729004,0.40802002,0.88043213
-0.09826660,0.40917969,0.88049316
-0.09875488,0.40881348,0.88092041
-0.09838867,0.40808105,0.88079834
-0.09893799,0.40850830,0.88043213
-0.09771729,0.40917969,0.88061523
-0.09765625,0.40838623,0.88000488
-0.09814453,0.40838623,0.88067627
-0.09790039,0.40905762,0.88055420
-0.09863281,0.40917969,0.88104248
-0.09875488,0.40869141,0.87969971
-0.09802246,0.40948486,0.87988281
-0.09777832,0.40747070,0.88098145
-0.09887695,0.40832520,0.88262939
-0.09924316,0.40917969,0.88140869
-0.09802246,0.40832520,0.87890625
-0.09729004,0.40789795,0.88061523
-0.09814453,0.40856934,0.88110352
-0.09777832,0.40753174,0.88201904
-0.09777832,0.40875244,0.88037109
-0.09783936,0.40771484,0.87976074
-0.09826660,0.40820313,0.88043213
-0.09906006,0.40930176,0.88012695
-0.09759521,0.40856934,0.88018799
-0.09759521,0.40582275,0.88098145
-0.09851074,0.40875244,0.88116455
-0.09826660,0.41021729,0.88037109
-0.09710693,0.40838623,0.87927246
-0.09759521,0.40838623,0.87976074
-0.09875488,0.40942383,0.88140869
-0.09631348,0.40759277,0.88220215
-0.09729004,0.40765381,0.88073730
-0.09851074,0.40808105,0.87921143
-0.09887695,0.40881348,0.87945557
-0.09826660,0.40802002,0.88049316
-0.09759521,0.40814209,0.88140869
-0.09747314,0.40814209,0.88177490
-0.09869385,0.40814209,0.88104248
-0.09796143,0.40747070,0.88244629
-0.09716797,0.40826416,0.87988281
-0.09869385,0.40960693,0.88006592
-0.09753418,0.40905762,0.88073730
-0.09686279,0.40777588,0.88177490
-0.09765625,0.40948486,0.88122559
-0.09875488,0.40826416,0.87963867
-0.09777832,0.40844727,0.88067627
-0.09887695,0.40887451,0.88092041
-0.09826660,0.40911865,0.88140869
-0.09857178,0.40875244,0.88116455
-0.09753418,0.40771484,0.87921143
-0.09753418,0.40795898,0.87945557
-0.09759521,0.40795898,0.88165283
-0.09881592,0.40887451,0.88214111
-0.09918213,0.40875244,0.88000488
-0.09851074,0.40808105,0.87884521
-0.09820557,0.40747070,0.87878418
-0.09851074,0.40887451,0.88171387
-0.09820557,0.40997314,0.88146973
-0.09747314,0.40856934,0.87963867
-0.09698486,0.40905762,0.87994385
-0.09838867,0.40881348,0.88122559
-0.09906006,0.40838623,0.88049316
-0.09771729,0.40838623,0.87890625
-0.09796143,0.40698242,0.88049316
-0.09826660,0.40911865,0.88177490
-0.09851074,0.40960693,0.88177490
-0.09790039,0.40710449,0.87988281
-0.09796143,0.40747070,0.87915039
-0.09796143,0.40875244,0.88000488
-0.09820557,0.40917969,0.88049316
-0.09796143,0.40734863,0.88049316
-0.09771729,0.40881348,0.88031006
-0.09869385,0.40905762,0.87902832
-0.09777832,0.40698242,0.88134766
-0.09741211,0.40783691,0.88061523
-0.09832764,0.40917969,0.88037109
